Manufacturer,Regulatory Class,Vehicle Type,Model Year,1750,2000,2250,2500,2750,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,All Classes
"GM","Car","Sedan/Wagon","1975","-","-","-","21.57184","25.83231","22.35623","19.41816","16.56049","15.01303","13.90370","12.51009","-","-","-","-","-","-","15.08484"
"GM","Car","Sedan/Wagon","1976","-","-","29.35732","26.75875","26.87151","23.41925","20.37071","17.94471","16.33634","14.77090","13.45903","-","-","-","-","-","-","16.57938"
"GM","Car","Sedan/Wagon","1977","-","-","31.37408","26.57590","28.64701","25.57279","20.69757","17.95340","16.98358","14.77711","13.30584","-","-","-","-","-","-","17.73535"
"GM","Car","Sedan/Wagon","1978","-","-","30.72397","27.67684","-","26.45574","20.33900","18.05151","16.33588","15.32293","12.42452","-","-","-","-","-","-","19.02397"
"GM","Car","Sedan/Wagon","1979","-","-","33.45484","28.65115","-","26.11658","20.25604","17.67653","16.75340","18.85059","11.24000","-","-","-","-","-","-","19.14239"
"GM","Car","Sedan/Wagon","1980","-","-","29.93177","27.36240","26.10700","23.90902","20.88877","19.05359","19.14510","13.16906","-","-","-","-","-","-","-","21.89077"
"GM","Car","Sedan/Wagon","1981","-","-","31.62522","29.40872","27.32707","25.21088","22.43686","20.87546","20.47858","12.32000","-","-","-","-","-","-","-","23.18589"
"GM","Car","Sedan/Wagon","1982","-","-","34.31676","32.35972","28.77160","27.23665","22.45683","20.81444","20.98306","11.78000","-","-","-","-","-","-","-","24.19694"
"GM","Car","Sedan/Wagon","1983","-","-","34.73573","32.98977","29.98220","26.53735","22.64912","20.36477","19.84932","11.78000","-","-","-","-","-","-","-","23.48538"
"GM","Car","Sedan/Wagon","1984","-","-","35.59255","33.70569","30.88769","26.63608","22.52957","20.74530","20.17137","11.78000","-","-","-","-","-","-","-","24.40280"
"GM","Car","Sedan/Wagon","1985","57.42159","-","40.77495","33.94073","30.94653","27.40173","23.39375","22.41976","21.01219","-","-","-","-","-","-","-","-","25.48850"
"GM","Car","Sedan/Wagon","1986","56.57053","-","40.52764","34.80002","30.25374","27.79263","24.41912","23.00174","22.04593","-","-","-","-","-","-","-","-","27.01227"
"GM","Car","Sedan/Wagon","1987","57.01185","46.10608","39.57157","34.37828","31.61078","28.59014","24.59249","22.51896","22.29000","-","-","-","-","-","-","-","-","27.24564"
"GM","Car","Sedan/Wagon","1988","51.54691","45.74319","40.04347","34.93443","32.06481","28.69478","25.78709","22.89536","22.91000","-","-","-","-","-","-","-","-","28.14813"
"GM","Car","Sedan/Wagon","1989","59.48000","48.14318","40.35332","33.89739","31.93005","28.26633","25.24300","23.07754","22.39000","-","-","-","-","-","-","-","-","27.44722"
"GM","Car","Sedan/Wagon","1990","65.26000","52.19143","-","35.40159","32.00814","28.46904","25.77053","22.57164","21.34398","-","-","-","-","-","-","-","-","27.28327"
"GM","Car","Sedan/Wagon","1991","65.27000","48.92188","-","36.29698","31.48826","27.80545","25.36887","23.13807","22.41244","-","-","-","-","-","-","-","-","27.16340"
"GM","Car","Sedan/Wagon","1992","65.26000","47.75970","-","34.64683","31.65883","27.84514","25.12621","22.77191","22.68155","-","-","-","-","-","-","-","-","26.69370"
"GM","Car","Sedan/Wagon","1993","65.26000","50.54675","-","35.46186","31.50839","28.10053","25.83948","22.78498","22.47621","-","17.61000","17.61000","-","-","-","-","-","27.31757"
"GM","Car","Sedan/Wagon","1994","65.82000","49.09246","-","35.29137","32.20672","29.22386","25.66355","23.07628","22.91999","-","18.30000","-","-","-","-","-","-","27.48591"
"GM","Car","Sedan/Wagon","1995","-","54.51000","39.51316","36.35135","33.09964","29.83631","25.87278","23.32071","22.81000","-","18.64000","-","-","-","-","-","-","27.32335"
"GM","Car","Sedan/Wagon","1996","-","-","-","37.16688","33.30023","30.42111","26.34887","24.16873","23.18500","-","18.17130","-","-","-","-","-","-","27.86719"
"GM","Car","Sedan/Wagon","1997","-","54.44850","37.87798","37.01086","33.05295","30.42559","26.58607","24.08739","-","-","19.49950","-","-","-","-","-","-","28.16746"
"GM","Car","Sedan/Wagon","1998","-","53.57460","38.56785","37.32026","33.58254","30.13791","26.39484","24.02869","-","-","17.18730","-","-","-","-","-","-","27.57507"
"GM","Car","Sedan/Wagon","1999","-","50.26700","38.07546","36.86957","34.51374","30.42009","26.48737","24.17965","-","-","-","19.27000","-","-","-","-","-","27.44441"
"GM","Car","Sedan/Wagon","2000","-","50.81570","37.78857","37.04704","35.22743","30.44682","26.89674","25.06174","-","-","18.28230","-","-","-","-","-","-","27.57580"
"GM","Car","Sedan/Wagon","2001","-","-","37.27910","36.72649","35.25488","30.96191","27.53723","25.32009","-","-","-","18.28230","-","-","-","-","-","28.12576"
"GM","Car","Sedan/Wagon","2002","-","-","-","36.73584","35.01306","30.49796","27.90389","25.50593","-","-","-","18.20360","-","-","-","-","-","28.53212"
"GM","Car","Sedan/Wagon","2003","-","-","-","-","-","32.28228","28.23822","25.59316","-","-","-","18.61370","-","-","-","-","-","28.59005"
"GM","Car","Sedan/Wagon","2004","-","-","-","-","34.48269","32.60101","28.36278","25.41914","-","-","19.99200","19.29650","-","-","-","-","-","29.11576"
"GM","Car","Sedan/Wagon","2005","-","-","-","-","34.30428","32.85573","28.96333","25.62386","20.40410","-","20.13020","18.99960","-","-","-","-","-","29.04579"
"GM","Car","Sedan/Wagon","2006","-","-","-","-","32.92628","32.65307","29.24432","25.92368","22.40970","-","-","-","17.90880","-","-","-","-","28.58405"
"GM","Car","Sedan/Wagon","2007","-","-","-","-","34.41883","32.74542","29.28821","26.42133","22.51294","19.86200","-","18.41300","-","-","-","-","-","28.84454"
"GM","Car","Sedan/Wagon","2008","-","-","-","-","34.58274","33.98548","29.21203","26.73370","23.05841","18.41300","-","18.41300","18.00840","-","-","-","-","28.61703"
"GM","Car","Sedan/Wagon","2009","-","-","-","-","35.49657","35.06024","31.85386","26.81053","22.78071","-","-","17.62530","17.43238","-","-","-","-","30.01053"
"GM","Car","Sedan/Wagon","2010","-","-","-","-","36.02008","35.99577","32.16565","26.97555","25.52066","-","-","18.30840","-","-","-","-","-","29.78005"
"GM","Car","Sedan/Wagon","2011","-","-","-","-","36.26721","44.21440","33.52973","27.80143","24.76144","21.84904","-","18.49415","-","-","-","-","-","29.96142"
"GM","Car","Sedan/Wagon","2012","-","-","-","-","-","39.05465","35.36576","28.89352","24.45534","-","-","-","-","-","-","-","-","32.42434"
"GM","Car","Sedan/Wagon","2013","-","-","-","43.27278","-","38.76501","35.42877","30.17188","23.92038","-","21.73360","21.73360","-","-","-","-","-","32.94291"
"GM","Car","Sedan/Wagon","2014","-","-","-","45.64810","-","39.08929","36.69209","30.19993","24.10282","-","23.06330","21.73360","-","-","-","-","-","33.95740"
"GM","Car","Sedan/Wagon","2015","-","-","-","45.63859","-","39.84153","37.64141","30.02037","24.12719","-","23.06330","20.74810","-","-","-","-","-","34.24780"
"GM","Car","Sedan/Wagon","2016","-","-","-","47.30531","-","43.45550","36.81260","30.61791","26.05791","-","21.73360","21.93620","-","-","-","-","-","35.09478"
"GM","Car","Sedan/Wagon","2017","-","-","-","47.18264","-","44.54728","37.41781","34.65653","26.58539","-","21.73360","21.73360","-","-","-","-","-","38.29402"
"GM","Car","Sedan/Wagon","2018","-","-","-","45.41933","-","44.81882","38.69809","32.94504","26.46548","-","21.73360","21.53350","-","-","-","-","-","37.87133"
"GM","Car","Sedan/Wagon","2019","-","-","-","45.35604","-","43.02439","36.22877","32.14023","25.52432","20.72760","22.01550","22.01550","-","-","-","-","-","35.37609"
"GM","Car","Sedan/Wagon","2020","-","-","-","45.40049","-","39.40900","42.08560","35.37293","26.10147","20.72760","-","-","-","-","-","-","-","39.46602"
"GM","Car","Sedan/Wagon","Prelim. 2021","-","-","-","45.84482","-","-","41.62885","28.59198","26.38759","-","-","-","-","-","-","-","-","35.40563"
"GM","Car","Car SUV","1975","-","-","-","-","-","-","-","15.64601","-","-","-","-","-","-","-","-","-","15.64601"
"GM","Car","Car SUV","1976","-","-","-","-","-","-","14.31626","17.26411","-","-","-","-","-","-","-","-","-","16.88671"
"GM","Car","Car SUV","1977","-","-","-","-","-","-","-","17.99415","-","-","-","-","-","-","-","-","-","17.99415"
"GM","Car","Car SUV","1978","-","-","-","-","-","-","-","17.56321","-","-","-","-","-","-","-","-","-","17.56321"
"GM","Car","Car SUV","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"GM","Car","Car SUV","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"GM","Car","Car SUV","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"GM","Car","Car SUV","1982","-","-","-","-","-","25.80963","16.63000","19.29000","-","-","-","-","-","-","-","-","-","22.03747"
"GM","Car","Car SUV","1983","-","-","-","-","-","-","25.07404","-","-","-","-","-","-","-","-","-","-","25.07404"
"GM","Car","Car SUV","1984","-","-","-","-","-","28.30406","23.54085","-","-","-","-","-","-","-","-","-","-","23.62598"
"GM","Car","Car SUV","1985","-","-","-","-","-","-","23.48878","-","-","-","-","-","-","-","-","-","-","23.48878"
"GM","Car","Car SUV","1986","-","-","-","-","-","-","22.15608","-","-","-","-","-","-","-","-","-","-","22.15608"
"GM","Car","Car SUV","1987","-","-","-","-","-","-","23.01258","-","-","-","-","-","-","-","-","-","-","23.01258"
"GM","Car","Car SUV","1988","-","-","-","-","-","-","23.07406","-","-","-","-","-","-","-","-","-","-","23.07406"
"GM","Car","Car SUV","1989","-","-","-","-","-","-","22.99799","-","-","-","-","-","-","-","-","-","-","22.99799"
"GM","Car","Car SUV","1990","-","-","-","-","-","-","22.69666","-","-","-","-","-","-","-","-","-","-","22.69666"
"GM","Car","Car SUV","1991","-","-","-","30.12000","-","-","23.25978","21.10426","-","-","-","-","-","-","-","-","-","22.71931"
"GM","Car","Car SUV","1992","-","-","-","29.28729","-","-","22.63167","20.60197","-","-","-","-","-","-","-","-","-","22.48264"
"GM","Car","Car SUV","1993","-","-","-","29.18417","-","-","22.93251","22.39407","-","-","-","-","-","-","-","-","-","23.55129"
"GM","Car","Car SUV","1994","-","-","-","28.91300","28.65000","-","22.26159","21.46768","-","-","-","-","-","-","-","-","-","22.74235"
"GM","Car","Car SUV","1995","-","-","-","29.58631","-","-","-","21.72052","-","-","-","-","-","-","-","-","-","22.82389"
"GM","Car","Car SUV","1996","-","-","-","-","28.27661","28.20099","-","21.98183","-","-","-","-","-","-","-","-","-","22.83399"
"GM","Car","Car SUV","1997","-","-","-","27.86810","-","28.45706","-","21.57226","-","-","-","-","-","-","-","-","-","22.00917"
"GM","Car","Car SUV","1998","-","-","-","28.46576","-","27.72561","25.90873","21.75535","-","-","-","-","-","-","-","-","-","22.50005"
"GM","Car","Car SUV","1999","-","-","-","-","30.95510","28.61666","25.24626","21.49678","-","-","-","-","-","-","-","-","-","22.30140"
"GM","Car","Car SUV","2000","-","-","-","-","31.07080","28.59218","-","21.65589","-","-","-","-","-","-","-","-","-","22.14220"
"GM","Car","Car SUV","2001","-","-","-","-","31.04300","28.62198","26.29849","22.88456","-","-","-","-","-","-","-","-","-","24.00432"
"GM","Car","Car SUV","2002","-","-","-","-","-","31.94905","27.93875","23.27606","-","-","-","-","-","-","-","-","-","24.06854"
"GM","Car","Car SUV","2003","-","-","-","-","-","28.40166","27.42709","23.75963","-","-","-","-","-","-","-","-","-","25.87204"
"GM","Car","Car SUV","2004","-","-","-","-","-","-","28.78744","25.03378","20.55247","-","-","-","-","-","-","-","-","24.72231"
"GM","Car","Car SUV","2005","-","-","-","-","-","-","28.89920","24.95530","21.91767","19.14081","-","-","-","-","-","-","-","24.84229"
"GM","Car","Car SUV","2006","-","-","-","-","-","-","29.55996","24.89702","21.84530","20.71886","-","-","-","-","-","-","-","25.07384"
"GM","Car","Car SUV","2007","-","-","-","-","-","-","30.66502","25.10380","21.46350","20.64995","-","-","-","-","-","-","-","25.44713"
"GM","Car","Car SUV","2008","-","-","-","-","-","-","-","25.85873","21.46350","20.85259","-","-","-","-","-","-","-","25.26950"
"GM","Car","Car SUV","2009","-","-","-","-","-","-","-","26.46463","22.67230","19.19772","-","-","-","-","-","-","-","25.78549"
"GM","Car","Car SUV","2010","-","-","-","-","-","-","-","31.80929","25.21780","22.98990","-","-","-","-","-","-","-","29.42795"
"GM","Car","Car SUV","2011","-","-","-","-","-","-","32.46278","30.91942","25.56757","22.98990","-","-","-","-","-","-","-","29.78476"
"GM","Car","Car SUV","2012","-","-","-","-","-","-","-","30.89732","24.49709","-","-","-","-","-","-","-","-","28.99488"
"GM","Car","Car SUV","2013","-","-","-","-","-","-","36.90100","33.35455","24.38401","-","-","-","-","-","-","-","-","31.24939"
"GM","Car","Car SUV","2014","-","-","-","-","-","-","36.90100","33.55395","24.64111","22.90780","-","-","-","-","-","-","-","31.26948"
"GM","Car","Car SUV","2015","-","-","-","-","-","-","37.33320","33.40706","25.02539","-","-","-","-","-","-","-","-","31.66113"
"GM","Car","Car SUV","2016","-","-","-","-","-","-","37.56340","33.23683","24.23324","24.08550","-","-","-","-","-","-","-","31.71958"
"GM","Car","Car SUV","2017","-","-","-","-","-","-","38.15703","33.55937","23.87180","-","-","-","-","-","-","-","-","33.58888"
"GM","Car","Car SUV","2018","-","-","-","-","-","-","38.11271","34.05623","-","-","-","-","-","-","-","-","-","37.53893"
"GM","Car","Car SUV","2019","-","-","-","-","-","-","37.91643","33.99126","-","-","-","-","-","-","-","-","-","37.17066"
"GM","Car","Car SUV","2020","-","-","-","-","-","-","38.70790","33.71049","-","-","-","-","-","-","-","-","-","37.84758"
"GM","Car","Car SUV","Prelim. 2021","-","-","-","-","-","-","39.36063","35.57054","-","-","-","-","-","-","-","-","-","38.88020"
"GM","Car","All Car","1975","-","-","-","21.57184","25.83231","22.35623","19.41816","16.55694","15.01303","13.90370","12.51009","-","-","-","-","-","-","15.08523"
"GM","Car","All Car","1976","-","-","29.35732","26.75875","26.87151","23.41925","20.35320","17.94281","16.33634","14.77090","13.45903","-","-","-","-","-","-","16.57958"
"GM","Car","All Car","1977","-","-","31.37408","26.57590","28.64701","25.57279","20.69757","17.95344","16.98358","14.77711","13.30584","-","-","-","-","-","-","17.73544"
"GM","Car","All Car","1978","-","-","30.72397","27.67684","-","26.45574","20.33900","18.05103","16.33588","15.32293","12.42452","-","-","-","-","-","-","19.02345"
"GM","Car","All Car","1979","-","-","33.45484","28.65115","-","26.11658","20.25604","17.67653","16.75340","18.85059","11.24000","-","-","-","-","-","-","19.14239"
"GM","Car","All Car","1980","-","-","29.93177","27.36240","26.10700","23.90902","20.88877","19.05359","19.14510","13.16906","-","-","-","-","-","-","-","21.89077"
"GM","Car","All Car","1981","-","-","31.62522","29.40872","27.32707","25.21088","22.43686","20.87546","20.47858","12.32000","-","-","-","-","-","-","-","23.18589"
"GM","Car","All Car","1982","-","-","34.31676","32.35972","28.77160","27.23499","22.45628","20.81282","20.98306","11.78000","-","-","-","-","-","-","-","24.19576"
"GM","Car","All Car","1983","-","-","34.73573","32.98977","29.98220","26.53735","22.69303","20.36477","19.84932","11.78000","-","-","-","-","-","-","-","23.49420"
"GM","Car","All Car","1984","-","-","35.59255","33.70569","30.88769","26.63748","22.56037","20.74530","20.17137","11.78000","-","-","-","-","-","-","-","24.39521"
"GM","Car","All Car","1985","57.42159","-","40.77495","33.94073","30.94653","27.40173","23.39859","22.41976","21.01219","-","-","-","-","-","-","-","-","25.45063"
"GM","Car","All Car","1986","56.57053","-","40.52764","34.80002","30.25374","27.79263","24.35373","23.00174","22.04593","-","-","-","-","-","-","-","-","26.95617"
"GM","Car","All Car","1987","57.01185","46.10608","39.57157","34.37828","31.61078","28.59014","24.52190","22.51896","22.29000","-","-","-","-","-","-","-","-","27.16685"
"GM","Car","All Car","1988","51.54691","45.74319","40.04347","34.93443","32.06481","28.69478","25.67144","22.89536","22.91000","-","-","-","-","-","-","-","-","28.06231"
"GM","Car","All Car","1989","59.48000","48.14318","40.35332","33.89739","31.93005","28.26633","25.13472","23.07754","22.39000","-","-","-","-","-","-","-","-","27.35618"
"GM","Car","All Car","1990","65.26000","52.19143","-","35.40159","32.00814","28.46904","25.70384","22.57164","21.34398","-","-","-","-","-","-","-","-","27.23880"
"GM","Car","All Car","1991","65.27000","48.92188","-","35.73109","31.48826","27.80545","25.27361","22.98146","22.41244","-","-","-","-","-","-","-","-","27.01781"
"GM","Car","All Car","1992","65.26000","47.75970","-","33.72348","31.65883","27.84514","25.06815","22.56161","22.68155","-","-","-","-","-","-","-","-","26.55890"
"GM","Car","All Car","1993","65.26000","50.54675","-","34.54761","31.50839","28.10053","25.80030","22.72760","22.47621","-","17.61000","17.61000","-","-","-","-","-","27.18649"
"GM","Car","All Car","1994","65.82000","49.09246","-","34.07169","32.19600","29.22386","25.62639","22.77059","22.91999","-","18.30000","-","-","-","-","-","-","27.28724"
"GM","Car","All Car","1995","-","54.51000","39.51316","35.42444","33.09964","29.83631","25.87278","23.04871","22.81000","-","18.64000","-","-","-","-","-","-","27.16144"
"GM","Car","All Car","1996","-","-","-","37.16688","32.98333","30.40667","26.34887","23.64857","23.18500","-","18.17130","-","-","-","-","-","-","27.61872"
"GM","Car","All Car","1997","-","54.44850","37.87798","36.73768","33.05295","30.40997","26.58607","23.60105","-","-","19.49950","-","-","-","-","-","-","27.90446"
"GM","Car","All Car","1998","-","53.57460","38.56785","36.69190","33.58254","30.12521","26.38941","23.49940","-","-","17.18730","-","-","-","-","-","-","27.28207"
"GM","Car","All Car","1999","-","50.26700","38.07546","36.86957","34.47396","30.37172","26.47679","23.54875","-","-","-","19.27000","-","-","-","-","-","27.15513"
"GM","Car","All Car","2000","-","50.81570","37.78857","37.04704","35.20138","30.38678","26.89674","24.32589","-","-","18.28230","-","-","-","-","-","-","27.23319"
"GM","Car","All Car","2001","-","-","37.27910","36.72649","35.25262","30.77935","27.49847","24.69116","-","-","-","18.28230","-","-","-","-","-","27.72822"
"GM","Car","All Car","2002","-","-","-","36.73584","35.01306","30.52740","27.90439","24.91841","-","-","-","18.20360","-","-","-","-","-","28.17480"
"GM","Car","All Car","2003","-","-","-","-","-","32.19747","28.18663","25.34677","-","-","-","18.61370","-","-","-","-","-","28.39761"
"GM","Car","All Car","2004","-","-","-","-","34.48269","32.60101","28.37829","25.32423","20.55247","-","19.99200","19.29650","-","-","-","-","-","28.67818"
"GM","Car","All Car","2005","-","-","-","-","34.30428","32.85573","28.96065","25.39293","21.50738","19.14081","20.13020","18.99960","-","-","-","-","-","28.33732"
"GM","Car","All Car","2006","-","-","-","-","32.92628","32.65307","29.26416","25.64913","22.12976","20.71886","-","-","17.90880","-","-","-","-","28.01285"
"GM","Car","All Car","2007","-","-","-","-","34.41883","32.74542","29.38084","26.15436","22.03600","20.62188","-","18.41300","-","-","-","-","-","28.39780"
"GM","Car","All Car","2008","-","-","-","-","34.58274","33.98548","29.21203","26.54170","22.67479","20.80227","-","18.41300","18.00840","-","-","-","-","28.13589"
"GM","Car","All Car","2009","-","-","-","-","35.49657","35.06024","31.85386","26.75980","22.76865","19.19772","-","17.62530","17.43238","-","-","-","-","29.67666"
"GM","Car","All Car","2010","-","-","-","-","36.02008","35.99577","32.16565","28.22789","25.29387","22.98990","-","18.30840","-","-","-","-","-","29.70186"
"GM","Car","All Car","2011","-","-","-","-","36.26721","44.21440","33.36585","28.82591","25.21134","22.46896","-","18.49415","-","-","-","-","-","29.90880"
"GM","Car","All Car","2012","-","-","-","-","-","39.05465","35.36576","29.77140","24.48563","-","-","-","-","-","-","-","-","31.34831"
"GM","Car","All Car","2013","-","-","-","43.27278","-","38.76501","35.49028","31.39165","24.21826","-","21.73360","21.73360","-","-","-","-","-","32.46723"
"GM","Car","All Car","2014","-","-","-","45.64810","-","39.08929","36.70401","31.33097","24.47294","22.90780","23.06330","21.73360","-","-","-","-","-","33.28491"
"GM","Car","All Car","2015","-","-","-","45.63859","-","39.84153","37.59476","31.42100","24.89137","-","23.06330","20.74810","-","-","-","-","-","33.34622"
"GM","Car","All Car","2016","-","-","-","47.30531","-","43.45550","36.96862","31.53295","24.53937","24.08550","21.73360","21.93620","-","-","-","-","-","34.03616"
"GM","Car","All Car","2017","-","-","-","47.18264","-","44.54728","37.62974","34.15764","24.69463","-","21.73360","21.73360","-","-","-","-","-","36.74991"
"GM","Car","All Car","2018","-","-","-","45.41933","-","44.81882","38.34675","33.18795","26.46548","-","21.73360","21.53350","-","-","-","-","-","37.73906"
"GM","Car","All Car","2019","-","-","-","45.35604","-","43.02439","37.47312","32.72431","25.52432","20.72760","22.01550","22.01550","-","-","-","-","-","36.31273"
"GM","Car","All Car","2020","-","-","-","45.40049","-","39.40900","39.59259","34.69134","26.10147","20.72760","-","-","-","-","-","-","-","38.49005"
"GM","Car","All Car","Prelim. 2021","-","-","-","45.84482","-","-","40.09421","30.16338","26.38759","-","-","-","-","-","-","-","-","37.21171"
"GM","Truck","Minivan/Van","1975","-","-","-","-","-","-","-","15.30086","12.38651","12.71524","-","11.05525","10.57835","-","-","-","-","14.38083"
"GM","Truck","Minivan/Van","1976","-","-","-","-","-","-","-","15.05491","12.57259","12.56379","11.07000","11.90560","11.53970","-","-","-","-","14.04372"
"GM","Truck","Minivan/Van","1977","-","-","-","-","-","-","-","16.62644","13.44627","13.29439","-","13.03968","12.32337","-","-","-","-","14.95595"
"GM","Truck","Minivan/Van","1978","-","-","-","-","-","-","-","16.36782","12.80077","12.42357","-","12.50978","11.70367","-","-","-","-","14.10685"
"GM","Truck","Minivan/Van","1979","-","-","-","-","-","-","-","18.55339","14.52079","13.30038","12.83955","-","-","-","-","-","-","14.68682"
"GM","Truck","Minivan/Van","1980","-","-","-","-","-","-","-","18.45124","15.97477","14.29186","-","-","-","-","-","-","-","16.72824"
"GM","Truck","Minivan/Van","1981","-","-","-","-","-","-","-","19.25943","17.71433","15.84603","-","-","-","-","-","-","-","18.02139"
"GM","Truck","Minivan/Van","1982","-","-","-","-","-","-","-","19.60616","17.71003","16.02046","11.87000","11.87000","-","-","-","-","-","17.87684"
"GM","Truck","Minivan/Van","1983","-","-","-","-","-","-","-","19.74002","18.48519","19.73423","20.05681","-","-","-","-","-","-","18.85543"
"GM","Truck","Minivan/Van","1984","-","-","-","-","-","-","-","20.02972","18.07841","17.32292","17.28170","-","-","-","-","-","-","18.15808"
"GM","Truck","Minivan/Van","1985","-","-","-","-","-","-","23.91764","21.77535","16.73711","16.81979","13.85962","21.31975","-","-","-","-","-","18.69782"
"GM","Truck","Minivan/Van","1986","-","-","-","-","-","-","26.40569","21.36821","17.26034","16.97311","13.86855","23.07029","-","-","-","-","-","19.38194"
"GM","Truck","Minivan/Van","1987","-","-","-","-","-","-","24.70440","21.73971","17.35824","17.37460","17.00000","22.85572","-","-","-","-","-","19.79448"
"GM","Truck","Minivan/Van","1988","-","-","-","-","-","-","25.54294","21.90377","17.92397","18.09781","17.30717","21.69072","-","-","-","-","-","20.22056"
"GM","Truck","Minivan/Van","1989","-","-","-","-","-","-","24.38857","22.16734","17.91880","17.59751","17.53156","21.33038","-","-","-","-","-","20.24076"
"GM","Truck","Minivan/Van","1990","-","-","-","-","-","-","23.52654","22.55724","19.20538","18.25459","17.31770","21.54000","-","-","-","-","-","20.67449"
"GM","Truck","Minivan/Van","1991","-","-","-","-","-","-","23.71000","22.85763","19.53268","17.35530","17.16649","20.43000","-","-","-","-","-","20.82096"
"GM","Truck","Minivan/Van","1992","-","-","-","-","-","-","23.71000","22.45080","19.76185","19.18753","16.68000","20.14000","-","-","-","-","-","20.84230"
"GM","Truck","Minivan/Van","1993","-","-","-","-","-","-","23.71000","22.50832","19.97244","19.12535","16.93666","21.25000","-","-","-","-","-","20.71805"
"GM","Truck","Minivan/Van","1994","-","-","-","-","-","-","23.71000","22.70306","20.00362","19.05597","17.18198","20.57000","-","-","-","-","-","21.01852"
"GM","Truck","Minivan/Van","1995","-","-","-","-","-","-","23.71000","22.81812","19.48352","18.46880","17.67055","20.43000","-","-","-","-","-","20.61376"
"GM","Truck","Minivan/Van","1996","-","-","-","-","-","-","28.10825","23.81725","21.13688","18.70629","17.63920","17.25880","-","-","-","-","-","21.45187"
"GM","Truck","Minivan/Van","1997","-","-","-","-","-","-","24.92920","23.76235","21.17973","19.15206","18.37411","-","-","-","-","-","-","21.89483"
"GM","Truck","Minivan/Van","1998","-","-","-","-","-","-","26.98990","23.84839","21.37418","18.61192","17.95161","-","-","-","-","-","-","22.16110"
"GM","Truck","Minivan/Van","1999","-","-","-","-","-","-","26.85180","24.22204","20.86629","18.41909","17.89016","-","-","-","-","-","-","21.97763"
"GM","Truck","Minivan/Van","2000","-","-","-","-","-","-","-","24.42334","20.90131","18.48188","17.35778","-","-","-","-","-","-","22.10971"
"GM","Truck","Minivan/Van","2001","-","-","-","-","-","-","-","25.30411","21.09414","18.36269","17.75534","-","-","-","-","-","-","22.92413"
"GM","Truck","Minivan/Van","2002","-","-","-","-","-","-","-","25.18520","20.54388","17.78531","18.14399","-","-","-","-","-","-","22.34287"
"GM","Truck","Minivan/Van","2003","-","-","-","-","-","-","-","25.37186","21.81933","18.98934","18.96711","18.49378","-","-","-","-","-","23.18222"
"GM","Truck","Minivan/Van","2004","-","-","-","-","-","-","-","25.15955","20.94827","19.41147","18.96474","19.15218","-","-","-","-","-","23.07380"
"GM","Truck","Minivan/Van","2005","-","-","-","-","-","-","-","24.44777","23.20266","20.07084","19.47677","18.56010","-","-","-","-","-","22.61769"
"GM","Truck","Minivan/Van","2006","-","-","-","-","-","-","-","-","24.41251","20.51874","19.37910","18.76067","-","-","-","-","-","22.87655"
"GM","Truck","Minivan/Van","2007","-","-","-","-","-","-","-","-","24.10349","20.40557","19.24356","18.12850","-","-","-","-","-","22.59842"
"GM","Truck","Minivan/Van","2008","-","-","-","-","-","-","-","-","24.01513","20.96930","19.34456","17.58191","-","-","-","-","-","22.79306"
"GM","Truck","Minivan/Van","2009","-","-","-","-","-","-","-","-","-","21.47460","17.77390","17.74247","-","-","-","-","-","19.97811"
"GM","Truck","Minivan/Van","2010","-","-","-","-","-","-","-","-","-","21.70410","18.55154","18.35187","-","-","-","-","-","20.14762"
"GM","Truck","Minivan/Van","2011","-","-","-","-","-","-","-","-","-","21.69510","18.57561","18.13183","16.09549","15.47530","-","-","-","19.67404"
"GM","Truck","Minivan/Van","2012","-","-","-","-","-","-","-","-","-","21.69510","18.53497","18.34933","16.51176","15.14678","-","14.53650","-","20.12790"
"GM","Truck","Minivan/Van","2013","-","-","-","-","-","-","-","-","-","21.69510","18.55830","18.35107","16.47379","15.19733","-","-","-","19.97214"
"GM","Truck","Minivan/Van","2014","-","-","-","-","-","-","-","-","-","20.02890","18.49832","18.34982","16.41446","15.30761","-","-","-","19.13385"
"GM","Truck","Minivan/Van","2015","-","-","-","-","-","-","-","-","-","-","-","-","16.53006","15.43811","-","-","-","16.15990"
"GM","Truck","Minivan/Van","2016","-","-","-","-","-","-","-","-","-","-","-","-","15.96760","15.48440","-","-","-","15.82272"
"GM","Truck","Minivan/Van","2017","-","-","-","-","-","-","-","-","-","-","-","-","15.48440","15.26820","-","-","-","15.41069"
"GM","Truck","Minivan/Van","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"GM","Truck","Minivan/Van","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"GM","Truck","Minivan/Van","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"GM","Truck","Minivan/Van","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"GM","Truck","Truck SUV","1975","-","-","-","-","-","-","-","-","13.97283","11.23596","10.22316","10.27820","-","-","-","-","-","11.74226"
