Manufacturer,Regulatory Class,Vehicle Type,Model Year,1750,2000,2250,2500,2750,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,All Classes
"Nissan","Car","Car SUV","2013","-","-","-","-","-","-","33.01030","26.63160","24.38138","-","-","-","-","-","-","-","-","31.13741"
"Nissan","Car","Car SUV","2014","-","-","-","-","-","-","35.65361","26.63160","24.04760","-","-","-","-","-","-","-","-","32.49600"
"Nissan","Car","Car SUV","2015","-","-","-","-","-","-","36.38816","-","24.30895","-","-","-","-","-","-","-","-","35.76902"
"Nissan","Car","Car SUV","2016","-","-","-","-","-","-","38.04210","-","25.29180","-","-","-","-","-","-","-","-","37.74727"
"Nissan","Car","Car SUV","2017","-","-","-","-","-","-","38.90850","47.91400","25.29180","-","-","-","-","-","-","-","-","38.35911"
"Nissan","Car","Car SUV","2018","-","-","-","-","-","-","38.88100","38.83768","-","-","-","-","-","-","-","-","-","38.87243"
"Nissan","Car","Car SUV","2019","-","-","-","-","-","-","38.82890","36.58792","-","-","-","-","-","-","-","-","-","38.17134"
"Nissan","Car","Car SUV","2020","-","-","-","-","-","-","38.82890","36.43548","-","-","-","-","-","-","-","-","-","38.29004"
"Nissan","Car","Car SUV","Prelim. 2021","-","-","-","-","-","-","39.94731","37.41021","-","-","-","-","-","-","-","-","-","39.39087"
"Nissan","Car","All Car","1975","-","-","32.14392","27.39503","25.46699","19.50452","-","-","-","-","-","-","-","-","-","-","-","25.03925"
"Nissan","Car","All Car","1976","-","-","32.59792","29.62000","26.19860","20.71252","-","-","-","-","-","-","-","-","-","-","-","26.88772"
"Nissan","Car","All Car","1977","-","-","33.27779","28.30000","26.13359","20.27839","-","-","-","-","-","-","-","-","-","-","-","27.15859"
"Nissan","Car","All Car","1978","-","-","31.48544","27.35472","26.09551","20.11000","-","-","-","-","-","-","-","-","-","-","-","26.76587"
"Nissan","Car","All Car","1979","-","-","30.56023","26.66376","25.13957","21.09136","-","-","-","-","-","-","-","-","-","-","-","26.83679"
"Nissan","Car","All Car","1980","-","-","33.07693","32.64877","31.28217","23.09503","-","-","-","-","-","-","-","-","-","-","-","31.22572"
"Nissan","Car","All Car","1981","-","-","33.98674","31.22990","30.79707","23.82594","30.45000","-","-","-","-","-","-","-","-","-","-","30.49926"
"Nissan","Car","All Car","1982","-","41.25919","34.93866","33.65331","-","24.99492","28.70097","-","-","-","-","-","-","-","-","-","-","30.70966"
"Nissan","Car","All Car","1983","-","46.15000","37.41775","32.63311","-","26.00599","25.51712","-","-","-","-","-","-","-","-","-","-","32.73043"
"Nissan","Car","All Car","1984","-","-","38.33247","32.06633","32.47594","26.58560","23.60759","-","-","-","-","-","-","-","-","-","-","31.93353"
"Nissan","Car","All Car","1985","-","-","36.28105","31.15934","28.47123","27.85810","22.80783","-","-","-","-","-","-","-","-","-","-","29.48890"
"Nissan","Car","All Car","1986","-","-","37.21129","33.77000","28.33553","27.76510","24.13604","-","-","-","-","-","-","-","-","-","-","29.89146"
"Nissan","Car","All Car","1987","-","-","37.51382","34.13724","30.56129","27.53773","24.22091","-","-","-","-","-","-","-","-","-","-","29.33614"
"Nissan","Car","All Car","1988","-","-","36.57103","34.45798","31.42874","27.78361","23.90776","-","-","-","-","-","-","-","-","-","-","30.55592"
"Nissan","Car","All Car","1989","-","-","36.04053","34.59824","32.29039","26.71757","25.21601","-","-","-","-","-","-","-","-","-","-","30.17565"
"Nissan","Car","All Car","1990","-","-","-","35.47618","32.97105","26.94394","24.95187","22.21404","-","-","-","-","-","-","-","-","-","28.35662"
"Nissan","Car","All Car","1991","-","-","-","37.12354","35.49425","27.87633","25.13142","22.18514","18.87000","-","-","-","-","-","-","-","-","28.96563"
"Nissan","Car","All Car","1992","-","-","-","36.98440","35.81834","27.88407","25.30916","22.01315","18.90000","-","-","-","-","-","-","-","-","29.88840"
"Nissan","Car","All Car","1993","-","-","-","37.44862","34.39344","28.57333","25.69777","23.12863","19.40000","-","-","-","-","-","-","-","-","29.13493"
"Nissan","Car","All Car","1994","-","-","-","37.54000","34.66707","28.65325","25.09011","23.00792","19.81000","-","-","-","-","-","-","-","-","29.83525"
"Nissan","Car","All Car","1995","-","-","-","39.62652","36.08451","28.41932","27.24139","23.13282","20.17000","-","-","-","-","-","-","-","-","29.20999"
"Nissan","Car","All Car","1996","-","-","-","38.92710","36.39930","28.52180","27.38309","22.99058","-","-","-","-","-","-","-","-","-","30.20196"
"Nissan","Car","All Car","1997","-","-","-","38.99690","35.97964","28.34568","27.30200","23.46509","-","-","-","-","-","-","-","-","-","29.60390"
"Nissan","Car","All Car","1998","-","-","-","38.41370","35.86956","30.66047","28.57723","23.06390","-","-","-","-","-","-","-","-","-","30.17454"
"Nissan","Car","All Car","1999","-","-","-","-","35.79837","30.80924","28.50484","22.96530","-","-","-","-","-","-","-","-","-","29.62575"
"Nissan","Car","All Car","2000","-","-","-","-","34.09637","30.79949","27.09429","20.31367","-","-","-","-","-","-","-","-","-","26.90747"
"Nissan","Car","All Car","2001","-","-","-","-","34.32883","30.69528","26.69765","20.50175","-","-","-","-","-","-","-","-","-","27.14113"
"Nissan","Car","All Car","2002","-","-","-","-","35.52983","33.56470","27.67443","20.98792","-","-","-","-","-","-","-","-","-","27.77514"
"Nissan","Car","All Car","2003","-","-","-","-","36.50618","34.31955","27.06773","22.96140","-","-","-","-","-","-","-","-","-","27.16714"
"Nissan","Car","All Car","2004","-","-","-","-","36.07547","35.11958","26.64900","25.03846","22.60060","-","-","-","-","-","-","-","-","27.30640"
"Nissan","Car","All Car","2005","-","-","-","-","36.08302","34.90644","29.64016","25.61749","21.67205","-","-","-","-","-","-","-","-","28.67766"
"Nissan","Car","All Car","2006","-","-","-","-","36.03613","35.28278","29.53212","25.09761","21.47185","-","-","-","-","-","-","-","-","28.40882"
"Nissan","Car","All Car","2007","-","-","-","-","-","36.85429","33.26885","25.78571","21.91114","-","-","-","-","-","-","-","-","30.72165"
"Nissan","Car","All Car","2008","-","-","-","-","-","36.93932","33.19545","25.79894","22.05300","-","-","-","-","-","-","-","-","31.65669"
"Nissan","Car","All Car","2009","-","-","-","-","38.05181","37.23735","33.83349","27.18975","23.85989","-","-","-","-","-","-","-","-","32.46766"
"Nissan","Car","All Car","2010","-","-","-","-","38.00624","37.79726","34.36074","27.43693","23.90708","-","-","-","-","-","-","-","-","32.91132"
"Nissan","Car","All Car","2011","-","-","-","-","37.87359","37.92988","35.27429","27.83871","24.90138","-","-","-","-","-","-","-","-","33.64969"
"Nissan","Car","All Car","2012","-","-","-","40.54680","45.11030","38.36381","35.31371","27.81994","25.24830","-","-","-","-","-","-","-","-","34.76360"
"Nissan","Car","All Car","2013","-","-","-","41.37460","48.47241","44.56769","40.36597","27.65181","25.18204","-","-","-","-","-","-","-","-","38.62791"
"Nissan","Car","All Car","2014","-","-","-","41.37460","48.02289","44.71902","40.41540","28.35215","27.89419","-","-","-","-","-","-","-","-","39.28766"
"Nissan","Car","All Car","2015","-","-","-","-","46.50557","44.41587","41.70119","30.12079","25.68844","-","-","-","-","-","-","-","-","40.68402"
"Nissan","Car","All Car","2016","-","-","-","-","46.51265","43.94155","41.09512","31.13664","27.08345","-","-","-","-","-","-","-","-","40.10840"
"Nissan","Car","All Car","2017","-","-","-","-","47.07459","43.81989","40.82822","30.88622","26.19742","-","-","-","-","-","-","-","-","39.23305"
"Nissan","Car","All Car","2018","-","-","-","-","46.39517","44.29607","40.33268","32.56181","26.81166","-","-","-","-","-","-","-","-","39.41602"
"Nissan","Car","All Car","2019","-","-","-","-","46.31131","44.30528","41.25401","34.35172","29.71499","-","-","-","-","-","-","-","-","40.77913"
"Nissan","Car","All Car","2020","-","-","-","-","42.06590","46.92085","41.40076","34.32200","30.24430","-","-","-","-","-","-","-","-","40.26699"
"Nissan","Car","All Car","Prelim. 2021","-","-","-","-","42.06590","46.70373","42.47764","37.81267","29.86180","-","-","-","-","-","-","-","-","41.53910"
"Nissan","Truck","Minivan/Van","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Minivan/Van","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Minivan/Van","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Minivan/Van","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Minivan/Van","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Minivan/Van","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Minivan/Van","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Minivan/Van","1982","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Minivan/Van","1983","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Minivan/Van","1984","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Minivan/Van","1985","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Minivan/Van","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Minivan/Van","1987","-","-","-","-","-","-","22.35743","-","-","-","-","-","-","-","-","-","-","22.35743"
"Nissan","Truck","Minivan/Van","1988","-","-","-","-","-","-","22.48234","21.82000","-","-","-","-","-","-","-","-","-","22.33138"
"Nissan","Truck","Minivan/Van","1989","-","-","-","-","-","-","22.52560","21.82000","-","-","-","-","-","-","-","-","-","22.18455"
"Nissan","Truck","Minivan/Van","1990","-","-","-","-","-","27.46000","25.25264","21.31000","-","-","-","-","-","-","-","-","-","25.41903"
"Nissan","Truck","Minivan/Van","1991","-","-","-","-","-","27.63000","25.56919","-","-","-","-","-","-","-","-","-","-","26.02785"
"Nissan","Truck","Minivan/Van","1992","-","-","-","-","-","-","25.58000","-","-","-","-","-","-","-","-","-","-","25.58000"
"Nissan","Truck","Minivan/Van","1993","-","-","-","-","-","-","-","21.76000","-","-","-","-","-","-","-","-","-","21.76000"
"Nissan","Truck","Minivan/Van","1994","-","-","-","-","-","-","-","22.68000","-","-","-","-","-","-","-","-","-","22.68000"
"Nissan","Truck","Minivan/Van","1995","-","-","-","-","-","-","-","22.99000","-","-","-","-","-","-","-","-","-","22.99000"
"Nissan","Truck","Minivan/Van","1996","-","-","-","-","-","-","-","22.92450","-","-","-","-","-","-","-","-","-","22.92450"
"Nissan","Truck","Minivan/Van","1997","-","-","-","-","-","-","-","22.58630","-","-","-","-","-","-","-","-","-","22.58630"
"Nissan","Truck","Minivan/Van","1998","-","-","-","-","-","-","-","22.70660","-","-","-","-","-","-","-","-","-","22.70660"
"Nissan","Truck","Minivan/Van","1999","-","-","-","-","-","-","-","23.05800","-","-","-","-","-","-","-","-","-","23.05800"
"Nissan","Truck","Minivan/Van","2000","-","-","-","-","-","-","-","22.83580","-","-","-","-","-","-","-","-","-","22.83580"
"Nissan","Truck","Minivan/Van","2001","-","-","-","-","-","-","-","22.56660","-","-","-","-","-","-","-","-","-","22.56660"
"Nissan","Truck","Minivan/Van","2002","-","-","-","-","-","-","-","22.55050","-","-","-","-","-","-","-","-","-","22.55050"
"Nissan","Truck","Minivan/Van","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Minivan/Van","2004","-","-","-","-","-","-","-","-","24.56638","-","-","-","-","-","-","-","-","24.56638"
"Nissan","Truck","Minivan/Van","2005","-","-","-","-","-","-","-","-","24.65538","-","-","-","-","-","-","-","-","24.65538"
"Nissan","Truck","Minivan/Van","2006","-","-","-","-","-","-","-","-","24.94962","-","-","-","-","-","-","-","-","24.94962"
"Nissan","Truck","Minivan/Van","2007","-","-","-","-","-","-","-","-","24.46330","-","-","-","-","-","-","-","-","24.46330"
"Nissan","Truck","Minivan/Van","2008","-","-","-","-","-","-","-","-","24.47220","-","-","-","-","-","-","-","-","24.47220"
"Nissan","Truck","Minivan/Van","2009","-","-","-","-","-","-","-","-","24.48430","-","-","-","-","-","-","-","-","24.48430"
"Nissan","Truck","Minivan/Van","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Minivan/Van","2011","-","-","-","-","-","-","-","-","27.11800","-","-","-","-","-","-","-","-","27.11800"
"Nissan","Truck","Minivan/Van","2012","-","-","-","-","-","-","-","-","27.42610","-","-","-","-","-","-","-","-","27.42610"
"Nissan","Truck","Minivan/Van","2013","-","-","-","-","-","-","33.57950","-","27.80230","-","-","-","-","-","-","-","-","29.46674"
"Nissan","Truck","Minivan/Van","2014","-","-","-","-","-","-","33.57950","-","27.94820","-","-","-","-","-","-","-","-","30.79472"
"Nissan","Truck","Minivan/Van","2015","-","-","-","-","-","-","34.92380","-","29.56200","-","-","-","-","-","-","-","-","33.44659"
"Nissan","Truck","Minivan/Van","2016","-","-","-","-","-","-","34.92380","-","29.65210","-","-","-","-","-","-","-","-","32.41422"
"Nissan","Truck","Minivan/Van","2017","-","-","-","-","-","-","34.92380","-","29.71060","-","-","-","-","-","-","-","-","34.02497"
"Nissan","Truck","Minivan/Van","2018","-","-","-","-","-","-","34.81690","-","-","-","-","-","-","-","-","-","-","34.81690"
"Nissan","Truck","Minivan/Van","2019","-","-","-","-","-","-","34.81690","-","-","-","-","-","-","-","-","-","-","34.81690"
"Nissan","Truck","Minivan/Van","2020","-","-","-","-","-","-","34.81690","-","-","-","-","-","-","-","-","-","-","34.81690"
"Nissan","Truck","Minivan/Van","Prelim. 2021","-","-","-","-","-","-","34.04800","-","-","-","-","-","-","-","-","-","-","34.04800"
"Nissan","Truck","Truck SUV","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Truck SUV","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Truck SUV","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Truck SUV","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Truck SUV","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Truck SUV","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Truck SUV","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Truck SUV","1982","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Truck SUV","1983","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Truck SUV","1984","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Truck SUV","1985","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Truck SUV","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nissan","Truck","Truck SUV","1987","-","-","-","-","-","-","-","18.65253","-","-","-","-","-","-","-","-","-","18.65253"
"Nissan","Truck","Truck SUV","1988","-","-","-","-","-","-","-","18.53087","-","-","-","-","-","-","-","-","-","18.53087"
"Nissan","Truck","Truck SUV","1989","-","-","-","-","-","-","-","18.95186","-","-","-","-","-","-","-","-","-","18.95186"
"Nissan","Truck","Truck SUV","1990","-","-","-","-","-","-","-","19.50257","-","-","-","-","-","-","-","-","-","19.50257"
"Nissan","Truck","Truck SUV","1991","-","-","-","-","-","-","-","19.49549","-","-","-","-","-","-","-","-","-","19.49549"
"Nissan","Truck","Truck SUV","1992","-","-","-","-","-","-","-","19.59950","-","-","-","-","-","-","-","-","-","19.59950"
"Nissan","Truck","Truck SUV","1993","-","-","-","-","-","-","-","20.31989","18.90471","-","-","-","-","-","-","-","-","19.43604"
"Nissan","Truck","Truck SUV","1994","-","-","-","-","-","-","-","18.99512","18.43085","-","-","-","-","-","-","-","-","18.59407"
"Nissan","Truck","Truck SUV","1995","-","-","-","-","-","-","-","19.37772","18.60792","-","-","-","-","-","-","-","-","19.05562"
"Nissan","Truck","Truck SUV","1996","-","-","-","-","-","-","-","19.82451","-","-","-","-","-","-","-","-","-","19.82451"
"Nissan","Truck","Truck SUV","1997","-","-","-","-","-","-","-","20.35813","19.43858","-","-","-","-","-","-","-","-","19.61838"
"Nissan","Truck","Truck SUV","1998","-","-","-","-","-","-","-","20.31306","19.29837","-","-","-","-","-","-","-","-","19.49661"
"Nissan","Truck","Truck SUV","1999","-","-","-","-","-","-","-","20.18114","19.25951","-","-","-","-","-","-","-","-","19.54930"
"Nissan","Truck","Truck SUV","2000","-","-","-","-","-","-","-","20.01804","19.22800","-","-","-","-","-","-","-","-","19.34590"
"Nissan","Truck","Truck SUV","2001","-","-","-","-","-","-","-","20.15472","19.53737","-","-","-","-","-","-","-","-","19.66793"
"Nissan","Truck","Truck SUV","2002","-","-","-","-","-","-","-","20.21346","19.41457","-","-","-","-","-","-","-","-","19.53424"
"Nissan","Truck","Truck SUV","2003","-","-","-","-","-","-","-","24.07245","20.24460","-","-","-","-","-","-","-","-","21.29766"
"Nissan","Truck","Truck SUV","2004","-","-","-","-","-","-","-","24.42615","20.64938","18.38180","18.03679","17.39433","-","-","-","-","-","19.60018"
"Nissan","Truck","Truck SUV","2005","-","-","-","-","-","-","-","25.57150","21.08970","20.59404","18.07532","17.38729","-","-","-","-","-","20.73301"
"Nissan","Truck","Truck SUV","2006","-","-","-","-","-","-","-","25.51310","22.40185","20.63732","18.01579","17.44785","-","-","-","-","-","20.85975"
"Nissan","Truck","Truck SUV","2007","-","-","-","-","-","-","-","25.49240","23.01403","21.27702","-","17.76844","-","-","-","-","-","21.89450"
"Nissan","Truck","Truck SUV","2008","-","-","-","-","-","-","30.76200","28.84151","21.71747","21.00407","-","18.09044","17.44920","-","-","-","-","22.33807"
"Nissan","Truck","Truck SUV","2009","-","-","-","-","-","-","30.71580","27.93005","24.61831","21.41642","-","18.27383","-","-","-","-","-","25.36744"
"Nissan","Truck","Truck SUV","2010","-","-","-","-","-","-","30.54460","29.42022","24.00832","21.46641","-","18.29404","-","-","-","-","-","24.02901"
"Nissan","Truck","Truck SUV","2011","-","-","-","-","-","-","31.42180","30.77009","23.94522","21.55724","-","19.21961","-","-","-","-","-","24.85775"
"Nissan","Truck","Truck SUV","2012","-","-","-","-","-","-","31.58890","30.40708","24.03853","21.56460","-","19.28623","-","-","-","-","-","24.74938"
"Nissan","Truck","Truck SUV","2013","-","-","-","-","-","-","31.54650","30.71115","27.05153","20.89780","-","19.16885","-","-","-","-","-","27.48681"
"Nissan","Truck","Truck SUV","2014","-","-","-","-","-","-","31.76850","35.20898","27.51693","36.22150","-","19.48723","-","-","-","-","-","28.20755"
"Nissan","Truck","Truck SUV","2015","-","-","-","-","-","-","30.87140","36.62140","29.15671","28.95450","-","19.64769","19.43240","-","-","-","-","30.30868"
"Nissan","Truck","Truck SUV","2016","-","-","-","-","-","-","-","36.83330","29.72621","28.88138","-","20.84890","19.98300","-","-","-","-","33.11043"
"Nissan","Truck","Truck SUV","2017","-","-","-","-","-","-","-","36.73980","28.88585","28.30314","-","20.74628","19.71081","-","-","-","-","30.25011"
"Nissan","Truck","Truck SUV","2018","-","-","-","-","-","-","-","36.71625","29.12273","28.64150","-","20.79503","19.71080","-","-","-","-","30.60882"
"Nissan","Truck","Truck SUV","2019","-","-","-","-","-","-","-","36.70427","29.06053","28.64150","-","20.80709","19.78095","-","-","-","-","29.61547"
"Nissan","Truck","Truck SUV","2020","-","-","-","-","-","-","-","36.77863","29.33132","28.11410","-","20.88590","19.93733","-","-","-","-","30.07228"
"Nissan","Truck","Truck SUV","Prelim. 2021","-","-","-","-","-","-","38.51619","38.24003","32.61930","-","-","20.97580","19.96056","-","-","-","-","34.39483"
"Nissan","Truck","Pickup","1975","-","-","-","-","23.58140","-","-","-","-","-","-","-","-","-","-","-","-","23.58140"
"Nissan","Truck","Pickup","1976","-","-","-","-","24.54488","-","-","-","-","-","-","-","-","-","-","-","-","24.54488"
"Nissan","Truck","Pickup","1977","-","-","-","-","24.97852","-","-","-","-","-","-","-","-","-","-","-","-","24.97852"
"Nissan","Truck","Pickup","1978","-","-","-","-","25.88133","-","20.63237","-","-","-","-","-","-","-","-","-","-","25.57052"
"Nissan","Truck","Pickup","1979","-","-","-","-","23.65327","-","15.53429","-","-","-","-","-","-","-","-","-","-","23.15476"
"Nissan","Truck","Pickup","1980","-","-","-","-","26.57227","23.05338","16.31234","-","-","-","-","-","-","-","-","-","-","25.08178"
"Nissan","Truck","Pickup","1981","-","-","-","-","28.99069","27.15321","22.08013","17.67588","-","-","-","-","-","-","-","-","-","27.72264"
"Nissan","Truck","Pickup","1982","-","-","-","-","28.27544","27.87881","23.85790","17.35103","-","-","-","-","-","-","-","-","-","27.76751"
"Nissan","Truck","Pickup","1983","-","-","-","-","30.20630","27.86103","23.98576","17.53706","-","-","-","-","-","-","-","-","-","27.37738"
"Nissan","Truck","Pickup","1984","-","-","-","-","29.23911","28.35894","22.98122","17.55597","-","-","-","-","-","-","-","-","-","26.23490"
"Nissan","Truck","Pickup","1985","-","-","-","-","-","26.88711","22.94831","17.45990","-","-","-","-","-","-","-","-","-","25.65000"
"Nissan","Truck","Pickup","1986","-","-","-","-","-","26.33584","22.75362","20.82688","-","-","-","-","-","-","-","-","-","24.70264"
"Nissan","Truck","Pickup","1987","-","-","-","-","-","26.86964","22.09725","19.07935","-","-","-","-","-","-","-","-","-","25.10098"
"Nissan","Truck","Pickup","1988","-","-","-","-","-","26.71054","23.00489","19.79320","-","-","-","-","-","-","-","-","-","24.69074"
"Nissan","Truck","Pickup","1989","-","-","-","-","-","26.98605","22.50535","19.77751","-","-","-","-","-","-","-","-","-","24.75424"
"Nissan","Truck","Pickup","1990","-","-","-","-","-","28.78012","24.32294","21.24826","-","-","-","-","-","-","-","-","-","27.14750"
"Nissan","Truck","Pickup","1991","-","-","-","-","-","28.56900","24.93546","21.62360","-","-","-","-","-","-","-","-","-","26.89174"
"Nissan","Truck","Pickup","1992","-","-","-","-","-","28.73113","25.03514","21.32923","-","-","-","-","-","-","-","-","-","26.74932"
"Nissan","Truck","Pickup","1993","-","-","-","-","-","28.55753","25.23966","21.06339","-","-","-","-","-","-","-","-","-","26.42450"
"Nissan","Truck","Pickup","1994","-","-","-","-","-","28.28625","25.59805","21.16397","-","-","-","-","-","-","-","-","-","25.57884"
"Nissan","Truck","Pickup","1995","-","-","-","-","-","27.46870","25.54766","20.40679","19.00000","-","-","-","-","-","-","-","-","24.86965"
"Nissan","Truck","Pickup","1996","-","-","-","-","-","27.37809","24.75699","21.18190","-","-","-","-","-","-","-","-","-","25.15138"
"Nissan","Truck","Pickup","1997","-","-","-","-","-","26.61047","25.10694","21.18010","-","-","-","-","-","-","-","-","-","24.89887"
"Nissan","Truck","Pickup","1998","-","-","-","-","-","28.76480","26.56195","22.44700","-","-","-","-","-","-","-","-","-","25.48660"
"Nissan","Truck","Pickup","1999","-","-","-","-","-","-","25.93799","20.37411","19.60970","-","-","-","-","-","-","-","-","23.25230"
"Nissan","Truck","Pickup","2000","-","-","-","-","-","-","26.07644","19.66344","19.38163","-","-","-","-","-","-","-","-","21.79965"
"Nissan","Truck","Pickup","2001","-","-","-","-","-","-","26.31584","20.20829","19.56934","-","-","-","-","-","-","-","-","22.22885"
"Nissan","Truck","Pickup","2002","-","-","-","-","-","-","26.13572","20.34097","19.58389","-","-","-","-","-","-","-","-","21.97501"
"Nissan","Truck","Pickup","2003","-","-","-","-","-","-","26.21856","21.22610","20.22066","-","-","-","-","-","-","-","-","22.37770"
"Nissan","Truck","Pickup","2004","-","-","-","-","-","-","26.45872","21.54773","20.62104","-","-","-","-","-","-","-","-","23.20478"
"Nissan","Truck","Pickup","2005","-","-","-","-","-","-","-","25.59323","20.69456","18.53511","17.88908","-","-","-","-","-","-","19.41313"
"Nissan","Truck","Pickup","2006","-","-","-","-","-","-","-","25.35800","20.65215","18.52851","17.89655","-","-","-","-","-","-","19.75586"
"Nissan","Truck","Pickup","2007","-","-","-","-","-","-","-","25.21644","21.08540","18.52396","17.74293","-","-","-","-","-","-","20.09731"
"Nissan","Truck","Pickup","2008","-","-","-","-","-","-","-","25.25083","21.16479","18.85660","18.31698","17.39533","-","-","-","-","-","19.39299"
"Nissan","Truck","Pickup","2009","-","-","-","-","-","-","-","25.37035","21.46731","20.57750","18.48130","17.69676","-","-","-","-","-","20.34374"
"Nissan","Truck","Pickup","2010","-","-","-","-","-","-","-","24.79822","21.30130","21.00139","18.79899","17.83852","-","-","-","-","-","20.40149"
"Nissan","Truck","Pickup","2011","-","-","-","-","-","-","-","25.08831","21.35651","20.51255","18.58561","17.80450","-","-","-","-","-","20.37784"
"Nissan","Truck","Pickup","2012","-","-","-","-","-","-","-","25.50249","21.44301","20.19272","18.84508","17.77588","-","-","-","-","-","20.58684"
"Nissan","Truck","Pickup","2013","-","-","-","-","-","-","-","25.37850","23.07920","21.22907","18.93248","17.67170","-","-","-","-","-","22.28508"
"Nissan","Truck","Pickup","2014","-","-","-","-","-","-","-","25.23724","23.07674","21.18027","18.87368","17.64349","-","-","-","-","-","22.15402"
"Nissan","Truck","Pickup","2015","-","-","-","-","-","-","-","25.18237","23.22500","21.68501","18.99133","17.65521","-","-","-","-","-","22.50926"
"Nissan","Truck","Pickup","2016","-","-","-","-","-","-","-","25.18097","23.19423","21.86851","-","-","-","-","-","-","-","23.40057"
"Nissan","Truck","Pickup","2017","-","-","-","-","-","-","-","24.92730","23.07403","21.41873","22.93140","22.66191","-","-","-","-","-","23.07758"
"Nissan","Truck","Pickup","2018","-","-","-","-","-","-","-","24.74176","23.12325","21.46215","22.92530","22.63123","-","-","-","-","-","23.02563"
"Nissan","Truck","Pickup","2019","-","-","-","-","-","-","-","24.88166","23.16861","21.45394","23.00320","22.60746","-","-","-","-","-","23.08427"
"Nissan","Truck","Pickup","2020","-","-","-","-","-","-","-","-","27.46246","26.23775","-","23.05700","-","-","-","-","-","25.68210"
"Nissan","Truck","Pickup","Prelim. 2021","-","-","-","-","-","-","-","-","27.26620","26.10320","-","22.69466","-","-","-","-","-","24.08978"
"Nissan","Truck","All Truck","1975","-","-","-","-","23.58140","-","-","-","-","-","-","-","-","-","-","-","-","23.58140"
"Nissan","Truck","All Truck","1976","-","-","-","-","24.54488","-","-","-","-","-","-","-","-","-","-","-","-","24.54488"
"Nissan","Truck","All Truck","1977","-","-","-","-","24.97852","-","-","-","-","-","-","-","-","-","-","-","-","24.97852"
"Nissan","Truck","All Truck","1978","-","-","-","-","25.88133","-","20.63237","-","-","-","-","-","-","-","-","-","-","25.57052"
"Nissan","Truck","All Truck","1979","-","-","-","-","23.65327","-","15.53429","-","-","-","-","-","-","-","-","-","-","23.15476"
"Nissan","Truck","All Truck","1980","-","-","-","-","26.57227","23.05338","16.31234","-","-","-","-","-","-","-","-","-","-","25.08178"
"Nissan","Truck","All Truck","1981","-","-","-","-","28.99069","27.15321","22.08013","17.67588","-","-","-","-","-","-","-","-","-","27.72264"
"Nissan","Truck","All Truck","1982","-","-","-","-","28.27544","27.87881","23.85790","17.35103","-","-","-","-","-","-","-","-","-","27.76751"
"Nissan","Truck","All Truck","1983","-","-","-","-","30.20630","27.86103","23.98576","17.53706","-","-","-","-","-","-","-","-","-","27.37738"
"Nissan","Truck","All Truck","1984","-","-","-","-","29.23911","28.35894","22.98122","17.55597","-","-","-","-","-","-","-","-","-","26.23490"
