Vehicle Type,Cylinder Number,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Average Number of Gears,Transmission - CVT (Non-Hybrid),4 or Fewer Gears,5 Gears,6 Gears,7 Gears,8 Gears,9 or More Gears
"Sedan/Wagon","3","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","3","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","3","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","3","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","3","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","3","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","3","1982","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","3","1983","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","3","1984","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","3","1985","37","0.003392","57.43381","48.75453","46.69510","51.53238","182.28049","190.31977","172.45469","1750.000","-","61.0000","48.0000","17.5721","0.786885","0.027429","42.76923","1.000","-","-","0.901","0.099","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.8","-","0.099","0.901","-","-","-","-"
"Sedan/Wagon","3","1986","81","0.007348","55.92457","47.14224","45.36404","49.42468","188.51458","195.90408","179.80894","1750.000","-","61.0000","46.2711","17.7889","0.758543","0.026441","41.97469","1.000","-","-","0.647","0.353","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.3","-","0.353","0.647","-","-","-","-"
"Sedan/Wagon","3","1987","78","0.007275","50.78133","42.56737","40.75884","44.83856","208.77495","218.03856","198.19996","1877.872","-","62.6255","50.8920","17.6209","0.810203","0.027055","40.28526","1.000","-","-","0.735","0.265","-","-","-","0.914","-","0.086","-","-","-","-","-","-","-","-","1.000","-","-","-","0.135","-","4.5","-","0.265","0.735","-","-","-","-"
"Sedan/Wagon","3","1988","103","0.009616","47.23262","39.38349","37.60658","41.55860","225.65291","236.31502","213.84262","1866.507","-","64.7696","53.6487","17.0363","0.823615","0.028607","37.29716","0.890","0.110","-","0.765","0.235","-","-","-","0.853","-","0.132","0.015","-","-","-","-","-","-","-","1.000","-","-","-","0.314","-","4.5","-","0.235","0.765","-","-","-","-"
"Sedan/Wagon","3","1989","85","0.008467","47.52877","39.35236","37.80522","41.14570","225.83143","235.07335","215.98856","1975.427","-","64.5433","54.6248","16.5818","0.842973","0.027628","39.38634","1.000","-","-","0.643","0.208","-","-","-","0.295","-","0.130","0.575","-","-","-","-","-","-","-","1.000","-","-","-","0.295","-","4.5","0.149","0.208","0.643","-","-","-","-"
"Sedan/Wagon","3","1990","46","0.005235","48.65871","40.03922","38.29690","42.02123","221.95735","232.05536","211.48836","2020.858","-","63.4853","54.5113","15.7655","0.853956","0.026881","41.35588","0.890","0.110","-","0.777","0.159","-","-","-","0.057","-","0.242","0.701","-","-","-","-","-","-","-","1.000","-","-","-","0.207","-","4.7","0.064","0.159","0.777","-","-","-","-"
"Sedan/Wagon","3","1991","111","0.012999","48.18996","39.45638","37.37959","41.82155","225.23605","237.75006","212.49811","2007.777","-","61.9746","56.2465","15.7384","0.906560","0.028000","40.27099","0.945","0.055","-","0.610","0.358","-","-","-","0.025","-","0.078","0.897","-","-","-","-","-","-","-","1.000","-","-","-","0.081","-","4.3","0.033","0.358","0.610","-","-","-","-"
"Sedan/Wagon","3","1992","111","0.013696","48.56094","39.52899","37.24084","42.10182","224.82232","238.63588","211.08353","1984.324","-","61.1424","55.1376","15.7200","0.901691","0.027815","39.78140","0.996","0.004","-","0.501","0.497","-","-","-","0.007","-","0.019","0.974","-","-","-","-","-","-","-","1.000","0.002","-","-","0.012","-","4.0","0.002","0.497","0.501","-","-","-","-"
"Sedan/Wagon","3","1993","88","0.010426","51.08526","41.24176","38.90528","43.77795","215.48545","228.42658","203.00172","1978.792","-","61.5541","55.8312","14.2711","0.906181","0.028247","41.47235","0.977","0.023","-","0.692","0.300","-","-","-","-","-","0.046","0.954","-","-","-","-","-","-","-","1.000","1.000","-","-","0.046","-","4.4","0.009","0.300","0.692","-","-","-","-"
"Sedan/Wagon","3","1994","100","0.011940","49.96673","40.04627","37.58423","42.68753","221.91827","236.45558","208.18728","1981.088","-","61.2856","55.4283","14.5118","0.903980","0.028010","40.31093","1.000","-","-","0.539","0.461","-","-","-","-","-","0.024","0.976","-","-","-","-","-","-","-","1.000","1.000","-","-","0.024","-","4.1","-","0.461","0.539","-","-","-","-"
"Sedan/Wagon","3","1995","29","0.003103","54.51000","43.40509","40.27647","46.77709","204.74559","220.64993","189.98618","2000.000","-","61.0000","55.0000","14.2132","0.901639","0.027500","43.40509","1.000","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","1.000","1.000","-","-","-","-","5.0","-","-","1.000","-","-","-","-"
"Sedan/Wagon","3","1996","25","0.003216","54.80860","43.29089","40.32248","46.36936","205.28570","220.39817","191.65672","2000.000","-","61.0000","55.0000","14.8442","0.901639","0.027500","43.29089","1.000","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","-","-","5.0","-","-","1.000","-","-","-","-"
"Sedan/Wagon","3","1997","13","0.001551","54.44850","42.77649","39.52021","46.14550","207.75429","224.87227","192.58648","2000.000","-","61.0000","55.0000","14.8024","0.901639","0.027500","42.77649","1.000","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","-","-","5.0","-","-","1.000","-","-","-","-"
"Sedan/Wagon","3","1998","12","0.001449","53.57460","41.98644","38.08460","46.11911","211.66360","233.34890","192.69671","2000.000","-","60.0000","55.0000","15.2528","0.916667","0.027500","41.98644","1.000","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","-","-","5.0","-","-","1.000","-","-","-","-"
"Sedan/Wagon","3","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","3","2000","11","0.001173","61.61082","47.12194","42.70553","51.56979","188.59580","208.09953","172.32957","2000.000","-","61.0000","61.2826","12.7202","1.004632","0.030641","48.81395","0.524","-","0.476","1.000","-","-","-","-","-","-","0.524","0.476","-","-","-","-","-","-","0.524","0.476","-","-","-","0.524","0.524","5.0","-","-","1.000","-","-","-","-"
"Sedan/Wagon","3","2001","3","0.000408","71.22706","52.98585","49.34516","56.31466","167.72402","180.09870","157.80971","2110.625","-","61.0000","66.1150","11.0885","1.083853","0.031460","55.94608","1.000","-","-","0.558","-","-","0.442","-","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","-","1.000","1.000","5.0","-","-","0.558","-","-","-","-"
"Sedan/Wagon","3","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","3","2003","1","0.000128","69.04949","50.42764","47.38935","53.04929","176.23273","187.53158","167.52346","2166.914","-","61.0000","65.6647","11.1335","1.076470","0.030421","54.64961","1.000","-","-","0.332","-","-","0.668","-","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","-","1.000","1.000","5.0","-","-","0.332","-","-","-","-"
"Sedan/Wagon","3","2004","1","0.000072","68.45049","49.51093","46.66523","51.91986","179.49572","190.44158","171.16765","2175.414","-","61.0000","65.5967","11.1403","1.075355","0.030265","53.84130","1.000","-","-","0.298","-","-","0.702","-","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","-","1.000","1.000","5.0","-","-","0.298","-","-","-","-"
"Sedan/Wagon","3","2005","1","0.000074","69.66432","49.91746","46.60218","52.74831","178.03389","190.69922","168.47934","2140.017","-","61.0000","68.5195","11.0880","1.123270","0.032237","53.40468","1.000","-","-","0.440","-","-","0.560","-","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","-","1.000","1.000","5.0","-","-","0.440","-","-","-","-"
"Sedan/Wagon","3","2006","1","0.000100","70.31591","50.43596","46.72719","53.64820","176.20366","190.18907","165.65327","2110.834","-","61.0000","72.1133","11.0887","1.182186","0.034308","53.21628","1.000","-","-","0.557","-","-","0.443","-","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","-","1.000","1.000","5.0","-","-","0.557","-","-","-","-"
"Sedan/Wagon","3","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","3","2008","22","0.002955","49.50290","37.14174","33.43715","40.52918","239.27259","265.78222","219.27409","2000.000","26.80000","61.0000","70.0000","13.1636","1.147541","0.035000","37.14174","-","-","1.000","-","1.000","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","5.0","-","-","1.000","-","-","-","-"
"Sedan/Wagon","3","2009","14","0.002514","49.50290","37.14174","33.43715","40.52918","239.27259","265.78222","219.27409","2000.000","26.80000","61.0000","70.0000","12.8677","1.147541","0.035000","37.14174","-","-","1.000","-","1.000","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","5.0","-","-","1.000","-","-","-","-"
"Sedan/Wagon","3","2010","3","0.000537","49.10670","36.82618","33.29274","40.03127","241.32291","266.93509","222.00144","2000.000","26.80000","61.0000","70.0000","13.0097","1.147541","0.035000","36.82619","-","-","1.000","-","1.000","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","5.0","-","-","1.000","-","-","-","-"
"Sedan/Wagon","3","2011","3","0.000529","48.71285","35.64731","32.74970","38.19680","249.30353","271.36128","232.66347","2000.000","26.80000","61.0000","70.0000","13.0097","1.147541","0.035000","35.64732","-","-","1.000","-","1.000","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","5.0","-","-","1.000","-","-","-","-"
"Sedan/Wagon","3","2012","5","0.000681","49.50290","35.92721","33.83110","37.68880","247.36125","262.68729","235.79950","2000.000","26.80000","60.9627","70.0000","13.0103","1.148244","0.035000","35.92721","-","-","1.000","-","1.000","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","5.0","-","-","1.000","-","-","-","-"
"Sedan/Wagon","3","2013","13","0.001617","49.82943","36.15149","34.09552","37.87438","245.82667","260.65006","234.64410","2000.000","26.80000","60.9627","70.0000","13.0103","1.148244","0.035000","36.15149","-","-","1.000","-","1.000","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","5.0","-","-","1.000","-","-","-","-"
"Sedan/Wagon","3","2014","33","0.004340","51.04049","37.18323","33.79204","40.22880","239.00058","262.99434","220.90003","2360.034","36.51995","74.1994","90.4578","11.8592","1.183450","0.037070","43.80882","0.814","0.023","0.163","0.163","0.163","0.159","-","-","-","0.199","0.801","-","-","-","-","0.023","-","-","-","0.977","0.199","-","-","1.000","1.000","5.4","0.516","-","0.285","0.199","-","-","-"
"Sedan/Wagon","3","2015","70","0.008906","49.36288","36.17503","32.60798","39.42884","245.65944","272.54552","225.37695","2514.499","37.96077","76.2015","103.4758","11.1986","1.321702","0.039571","45.33437","0.856","0.034","0.111","0.160","0.111","0.273","-","-","-","0.386","0.614","-","-","-","-","0.034","-","-","-","0.966","0.386","0.043","-","1.000","1.000","5.7","0.456","-","0.181","0.363","-","-","-"
"Sedan/Wagon","3","2016","32","0.004470","43.30229","32.38914","28.45711","36.15813","273.95347","311.44619","245.66949","2966.929","39.72681","76.6581","126.0928","9.7433","1.655530","0.042189","48.05128","0.734","0.045","0.221","0.142","0.198","0.660","-","-","-","1.000","-","-","-","-","-","0.045","-","-","-","0.955","1.000","0.193","-","1.000","1.000","6.0","-","-","0.046","0.954","-","-","-"
"Sedan/Wagon","3","2017","69","0.009912","47.08275","35.61534","31.22650","39.83943","249.24306","284.17828","222.88843","2711.737","40.08833","75.8013","100.6764","11.3285","1.330851","0.036653","48.23149","0.898","0.072","0.030","0.098","0.029","0.350","-","-","-","0.442","0.558","-","-","-","-","0.008","-","-","-","0.992","0.442","0.104","-","1.000","1.000","6.2","0.523","-","0.041","0.379","-","0.057","-"
"Sedan/Wagon","3","2018","57","0.009626","46.49861","35.04236","30.53805","39.42974","252.99610","290.11852","224.99146","2776.216","40.97297","73.9146","103.3450","11.1710","1.414850","0.036856","48.53317","0.944","0.056","-","0.069","-","0.469","-","-","-","0.504","0.496","-","-","-","-","0.017","-","-","-","0.983","0.504","0.360","-","1.000","1.000","6.1","0.461","-","0.034","0.469","-","0.035","-"
"Sedan/Wagon","3","2019","55","0.010455","47.36692","35.37439","31.73438","38.72528","248.41096","275.91196","227.66459","2773.732","40.30729","79.5301","103.4314","11.1384","1.261054","0.036635","48.91782","0.898","0.102","-","0.082","-","0.354","-","-","-","0.402","0.598","-","-","-","-","0.067","-","-","-","0.933","0.402","0.010","-","1.000","1.000","6.0","0.564","-","0.034","0.374","-","0.028","-"
"Sedan/Wagon","3","2020","30","0.007138","49.95629","37.35035","33.29184","41.13315","237.60553","266.45596","215.84117","2619.229","39.49719","77.3239","92.2281","11.8438","1.172732","0.034798","48.79408","0.969","0.031","-","0.032","0.216","0.031","-","-","-","0.247","0.753","-","-","-","-","0.007","-","-","-","0.993","0.247","0.216","-","1.000","1.000","6.8","0.721","-","0.032","0.007","0.216","0.023","-"
"Sedan/Wagon","3","Prelim. 2021","-","0.004767","47.99134","35.27875","31.86930","38.37591","245.26644","270.34668","226.34626","2945.839","40.33118","82.2781","113.7398","10.4966","1.341585","0.038035","52.46273","0.870","0.078","0.052","0.070","0.416","0.078","-","-","-","0.548","0.452","-","-","-","-","0.086","-","-","-","0.914","0.548","0.364","-","1.000","1.000","6.3","0.437","0.052","0.015","0.090","0.364","0.043","-"
"Car SUV","3","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","3","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","3","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","3","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","3","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","3","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","3","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","3","1982","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","3","1983","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
