Vehicle Type,Transmission Type,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Cylinders
"Sedan/Wagon","A1","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1982","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1983","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1984","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1985","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2011","0","0.000","75.50460","52.65990","52.28500","52.94630","0.00000","0.00000","0.00000","4000.000","46.00000","-","134.0000","11.4000","-","0.033500","-","1.000","-","-","-","-","-","-","1.000","-","-","-","1.000","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2012","0","0.000","75.50460","52.65990","52.28500","52.94630","0.00000","0.00000","0.00000","4000.000","46.00000","-","134.0000","11.4000","-","0.033500","-","1.000","-","-","-","-","-","-","1.000","-","-","-","1.000","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A1","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1982","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1983","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1984","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1985","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2015","0","0.000","71.09540","50.07424","49.31230","50.66480","0.00000","0.00000","0.00000","4500.000","45.20000","-","134.0000","12.5000","-","0.029778","-","1.000","-","-","-","-","-","-","1.000","-","-","-","1.000","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2016","0","0.000","71.09540","50.07424","49.31230","50.66480","0.00000","0.00000","0.00000","4500.000","45.20000","-","134.0000","12.0000","-","0.029778","-","1.000","-","-","-","-","-","-","1.000","-","-","-","1.000","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2017","0","0.000","71.09540","50.10102","48.55200","51.33660","0.00000","0.00000","0.00000","4500.000","45.20000","-","134.0000","12.5000","-","0.029778","-","1.000","-","-","-","-","-","-","1.000","-","-","-","1.000","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2019","0","0.000","84.54673","57.28692","60.54694","55.05085","0.00000","0.00000","0.00000","4361.607","48.71696","-","161.0000","8.4000","-","0.037016","-","1.000","-","-","-","-","-","-","1.000","-","-","-","1.000","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","2020","0","0.000","84.00960","56.93968","60.11417","54.75826","0.00000","0.00000","0.00000","4399.606","48.62008","-","161.0000","8.4000","-","0.036676","-","1.000","-","-","-","-","-","-","1.000","-","-","-","1.000","-","-","-","-","-","-","-","-","-"
"Car SUV","A1","Prelim. 2021","-","0.001","84.35664","57.16405","60.39370","54.94737","0.00000","0.00000","0.00000","4375.000","48.50000","-","161.0000","6.4000","-","0.036896","-","1.000","-","-","-","-","-","-","1.000","-","-","-","1.000","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","1978","8125","0.727","18.64496","15.88415","14.57411","17.84461","559.79928","610.11735","498.29941","3818.572","-","282.7024","133.5410","13.5657","0.493328","0.034735","-","0.039","-","0.961","0.963","-","0.032","-","0.005","0.005","-","-","-","-","-","0.995","-","-","-","-","-","7.1"
"Sedan/Wagon","A3","1979","7462","0.691","18.98791","16.15907","15.01351","17.82103","551.15243","593.20139","499.75927","3728.859","-","269.4642","128.7536","14.3441","0.501416","0.034276","-","0.056","-","0.944","0.951","-","0.030","-","0.019","0.019","-","-","-","-","-","0.981","-","-","-","-","-","6.9"
"Sedan/Wagon","A3","1980","4814","0.510","22.33734","19.02030","17.55909","21.17388","468.55620","507.57439","420.86731","3214.769","-","202.8039","106.0448","15.5980","0.561607","0.032784","-","0.293","0.008","0.699","0.929","-","0.039","0.009","0.023","0.023","-","-","-","-","-","0.977","-","-","-","-","-","5.8"
"Sedan/Wagon","A3","1981","3027","0.347","24.36452","20.73888","19.23872","22.92359","429.61928","463.13470","388.65599","2958.477","-","164.6709","95.1009","16.0958","0.620611","0.032127","-","0.569","0.000","0.431","0.871","-","0.059","0.051","0.018","0.018","-","-","-","-","-","0.982","-","-","-","-","-","5.0"
"Sedan/Wagon","A3","1982","1251","0.160","27.89618","23.72108","22.25633","25.79606","375.53512","400.21525","345.37051","2679.451","-","123.6728","83.7854","18.0671","0.684193","0.031094","-","0.765","-","0.235","0.893","-","0.089","0.001","0.018","0.018","-","-","-","-","-","0.982","-","-","-","-","-","4.1"
"Sedan/Wagon","A3","1983","1158","0.145","28.22156","23.98912","22.61494","25.91365","370.94589","393.47409","343.41141","2749.387","-","129.9981","85.3580","16.5469","0.670310","0.030874","-","0.761","0.056","0.183","0.849","-","0.070","0.071","0.010","0.010","-","-","-","-","-","0.990","-","-","-","-","-","4.1"
"Sedan/Wagon","A3","1984","1667","0.156","28.31253","24.09324","22.41882","26.51353","369.07458","396.63077","335.39480","2740.699","-","128.5371","88.4507","15.9415","0.691226","0.032056","-","0.940","0.004","0.057","0.743","-","0.131","0.122","0.004","0.004","-","-","-","-","-","0.996","-","-","-","-","-","4.1"
"Sedan/Wagon","A3","1985","1798","0.167","28.79955","24.50642","22.81636","26.94590","362.68155","389.54345","329.85034","2764.143","-","129.1682","98.9818","14.6053","0.768598","0.035575","-","0.928","0.011","0.061","0.470","-","0.180","0.349","0.001","0.001","-","-","-","-","-","0.999","-","-","-","-","-","4.1"
"Sedan/Wagon","A3","1986","1743","0.158","28.75839","24.36888","22.65700","26.77449","364.68638","392.24077","331.92045","2777.879","-","129.5769","97.3445","14.2860","0.756420","0.034768","-","0.920","0.018","0.062","0.347","-","0.226","0.427","-","-","-","-","-","-","-","1.000","-","-","-","0.004","-","4.1"
"Sedan/Wagon","A3","1987","1498","0.140","28.24523","23.86162","21.94712","26.54508","372.43903","404.92788","334.78894","2762.856","-","129.8862","96.9840","14.4984","0.751863","0.034907","-","0.960","0.024","0.016","0.210","-","0.222","0.569","-","-","-","-","-","-","-","1.000","-","-","-","0.006","-","4.0"
"Sedan/Wagon","A3","1988","892","0.083","28.73929","24.16774","22.27623","26.72796","367.72159","398.94542","332.49831","2792.004","-","124.8444","98.4642","14.6247","0.794689","0.035007","-","0.969","0.017","0.014","0.084","-","0.543","0.373","-","-","-","-","-","-","-","1.000","-","-","-","0.011","-","4.0"
"Sedan/Wagon","A3","1989","815","0.081","28.77726","24.09089","22.21983","26.54634","368.89467","399.95797","334.77306","2818.570","-","126.1093","97.1442","14.2940","0.773894","0.034110","-","0.959","0.028","0.013","0.049","-","0.648","0.303","-","-","-","-","-","-","-","1.000","-","-","-","0.023","-","4.1"
"Sedan/Wagon","A3","1990","535","0.061","28.84799","24.04884","22.14827","26.48150","369.53967","401.25036","335.59276","2869.090","-","128.5001","98.3218","13.3080","0.773971","0.034088","-","0.979","0.010","0.011","-","-","0.736","0.264","-","-","-","-","-","-","-","1.000","-","-","-","0.058","-","4.1"
"Sedan/Wagon","A3","1991","368","0.043","27.28941","22.68550","20.77632","25.09570","391.74798","427.74665","354.12447","2834.065","-","124.5837","95.6364","13.7398","0.784147","0.033373","-","0.978","0.012","0.010","-","-","0.796","0.204","-","-","-","-","-","-","-","1.000","-","-","-","0.110","-","4.0"
"Sedan/Wagon","A3","1992","394","0.049","29.30156","24.25714","22.04260","27.02768","366.36636","403.17393","328.81101","2799.412","-","125.9917","97.7314","13.2795","0.797059","0.034520","-","0.978","0.016","0.006","-","-","0.774","0.226","-","-","-","-","-","-","-","1.000","-","-","-","0.093","-","4.1"
"Sedan/Wagon","A3","1993","351","0.042","29.53551","24.33935","22.07091","27.11348","365.12891","402.65679","327.77056","2819.127","-","127.8841","95.8634","12.4595","0.767169","0.033823","-","0.994","0.006","0.000","-","-","0.854","0.146","-","-","-","-","-","-","-","1.000","-","-","-","0.133","-","4.1"
"Sedan/Wagon","A3","1994","267","0.032","30.63204","25.11521","22.74177","27.94736","353.84931","390.77873","317.99069","2734.663","-","120.2654","91.0475","12.7045","0.783864","0.033031","-","0.998","0.002","-","-","-","0.811","0.189","-","-","-","-","-","-","-","1.000","-","-","-","0.130","-","3.9"
"Sedan/Wagon","A3","1995","67","0.007","36.78798","29.74091","27.53271","32.15713","298.81402","322.77966","276.36172","2358.452","-","83.7719","79.5437","13.5976","0.945137","0.033579","-","1.000","-","-","-","-","0.434","0.566","-","-","-","-","-","-","-","1.000","-","-","-","0.434","-","4.0"
"Sedan/Wagon","A3","1996","71","0.009","36.68921","29.52257","27.21101","32.01423","301.02391","326.59576","277.59526","2322.190","-","94.4081","76.7670","13.9842","0.818111","0.032938","-","1.000","-","-","-","-","0.308","0.692","-","-","-","-","-","-","-","1.000","-","-","-","0.308","-","4.0"
"Sedan/Wagon","A3","1997","49","0.006","37.19963","29.75847","27.39256","32.25050","298.63769","324.43120","275.56160","2250.000","-","79.0000","70.0000","14.6878","0.886076","0.031111","-","1.000","-","-","-","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Sedan/Wagon","A3","1998","20","0.003","37.49860","29.83958","27.37004","32.39736","297.82594","324.69805","274.31245","2250.000","-","79.0000","79.0000","13.8934","1.000000","0.035111","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","-","4.0"
"Sedan/Wagon","A3","1999","17","0.002","37.38901","29.62009","27.02590","32.27431","300.03281","328.83272","275.35836","2250.000","-","79.0000","79.0000","13.8454","1.000000","0.035111","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","-","4.0"
"Sedan/Wagon","A3","2000","26","0.003","37.38660","29.45738","26.83615","32.08299","301.69006","331.15782","277.00037","2250.000","-","79.0000","79.0000","13.3176","1.000000","0.035111","-","0.071","-","0.929","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","-","4.0"
"Sedan/Wagon","A3","2001","19","0.002","37.30814","29.27538","26.49185","32.03868","303.56567","335.46168","277.38349","2250.000","-","79.8358","79.0000","13.0304","0.989552","0.035111","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.164","-","4.0"
"Sedan/Wagon","A3","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
